truck_number_plate,vehicle_model,year_bought,service_date,last_service_date,total_km_run,km_after_last_service,avg_daily_km_est,engine_temperature_c,vibrations_level,oil_life_percent,battery_health_percent,route_type,load_profile,ambient_temp_c,brake_pad_thickness_mm,tyre_health_percent,fuel_efficiency_kmpl,approx_past_services,parts_changed_last_service,days_until_next_service
MH98AB7167,BharatBenz 2823R,2014,2022-06-24,2021-09-13,320146,35794,393,72,3.71,37,58,Mixed,Light,7,11,97,3.63,13,Fuel Pump,34
MH74AB9219,BharatBenz 2823R,2021,2022-11-05,2021-08-27,381927,4016,129,127,3.71,91,29,Mixed,Light,34,5,56,6.04,11,Brake Pads,26
MH76AB3539,BharatBenz 2823R,2011,2024-05-30,2021-05-10,157524,20251,402,94,3.71,25,93,Mixed,Heavy,42,10,69,4.1,1,Coolant,21
MH92AB2069,Eicher Pro 6035,2018,2024-07-20,2021-12-21,268306,30873,445,127,3.71,59,96,Mixed,Medium,-4,13,82,4.1,6,Fuel Pump,14
MH94AB4600,Mahindra Blazo X,2017,2023-11-21,2021-05-11,594026,30770,339,74,3.71,80,73,Mixed,Medium,33,11,12,4.12,2,Fuel Pump,75
MH10AB5138,Ashok Leyland 3718,2012,2022-08-27,2021-09-19,847135,10886,380,124,3.71,61,48,Mixed,Medium,6,15,18,2.89,13,Fuel Pump,72
MH86AB3258,Ashok Leyland 3718,2017,2022-06-03,2021-06-22,163776,36823,208,109,3.71,6,60,Mixed,Medium,33,6,91,6.4,13,Coolant,46
MH68AB4552,Eicher Pro 6035,2023,2022-04-20,2021-06-23,230494,14657,177,88,3.71,17,28,Mixed,Heavy,8,2,92,3.05,19,Brake Pads,31
MH21AB1118,BharatBenz 2823R,2018,2024-03-17,2021-12-26,242971,38379,239,87,3.71,8,82,City,Medium,24,6,33,3.86,9,Air Filter,11
MH81AB1407,Tata Prima,2023,2022-01-31,2021-12-08,881156,39632,446,119,3.71,88,96,Mixed,Medium,35,17,13,3.78,19,Air Filter,27
MH50AB9918,Eicher Pro 6035,2012,2023-01-27,2021-07-06,868731,4126,80,122,3.71,54,56,Mixed,Medium,44,6,18,2.8,1,Coolant,79
MH87AB2765,Eicher Pro 6035,2012,2025-01-01,2021-05-14,327785,20900,435,100,3.71,52,33,City,Heavy,37,6,10,3.11,8,Coolant,12
MH31AB8747,Mahindra Blazo X,2011,2024-03-15,2021-07-16,391678,37143,408,102,3.71,82,92,City,Light,42,19,44,2.68,14,Oil Filter,12
MH42AB8386,Ashok Leyland 3718,2017,2023-06-12,2021-05-16,318449,38765,64,116,3.71,34,91,Highway,Medium,13,7,83,3.67,16,None,105
MH53AB3119,Eicher Pro 6035,2019,2024-02-02,2021-07-03,803622,16479,362,87,3.71,33,58,Highway,Heavy,25,19,21,5.97,4,Brake Pads,9
MH54AB8062,Eicher Pro 6035,2010,2024-01-12,2021-06-07,330926,12029,124,126,3.71,12,59,Mixed,Heavy,37,11,27,3.86,18,Fuel Pump,75
MH51AB5743,BharatBenz 2823R,2017,2023-07-19,2021-05-25,390401,17145,83,108,3.71,16,73,Mixed,Medium,44,16,87,2.99,14,None,90
MH12AB3715,BharatBenz 2823R,2016,2022-03-30,2021-07-05,286371,26924,408,85,3.71,45,22,Highway,Light,37,12,19,5.08,9,Fuel Pump,104
MH23AB7896,Tata Prima,2023,2023-09-16,2021-08-07,652251,13882,245,85,3.71,30,74,Highway,Light,19,14,83,6.49,15,None,6
MH81AB4583,Mahindra Blazo X,2016,2022-06-24,2021-07-22,696275,4525,380,116,3.71,54,52,Mixed,Light,-2,4,27,3.43,3,Air Filter,92
MH58AB2210,Tata Prima,2012,2023-11-18,2021-05-10,725926,14344,78,107,3.71,6,90,Highway,Heavy,44,17,33,3.62,4,None,55
MH53AB6263,BharatBenz 2823R,2010,2022-02-01,2021-03-31,174591,4675,243,110,3.71,59,38,Mixed,Medium,7,8,10,6.39,18,Coolant,70
MH83AB4925,Ashok Leyland 3718,2013,2024-04-29,2021-11-04,642054,31019,65,76,3.71,60,53,City,Medium,30,13,88,3.22,14,Brake Pads,116
MH85AB4809,BharatBenz 2823R,2018,2023-04-17,2021-05-29,580799,9674,472,83,3.71,18,97,City,Heavy,36,16,81,4.54,15,Air Filter,16
MH28AB7021,Mahindra Blazo X,2014,2023-10-18,2021-07-04,689104,3943,126,112,3.71,10,69,Highway,Medium,31,9,91,3.46,8,None,51
MH79AB3945,BharatBenz 2823R,2010,2023-01-01,2021-07-12,550981,21895,342,122,3.71,99,66,City,Medium,-3,18,25,6.23,10,Brake Pads,110
MH56AB3530,Mahindra Blazo X,2014,2022-11-26,2021-12-27,823720,11225,130,117,3.71,85,65,City,Light,10,2,94,6.43,12,Coolant,59
MH81AB5182,Mahindra Blazo X,2022,2023-05-03,2021-05-02,316909,33961,454,94,3.71,93,75,City,Medium,20,9,24,5.76,9,Fuel Pump,30
MH71AB3323,Mahindra Blazo X,2017,2024-02-26,2021-03-24,201426,31851,477,101,3.71,65,76,City,Medium,34,15,71,3.76,8,Oil Filter,106
MH34AB9946,Mahindra Blazo X,2017,2023-05-13,2021-11-12,336073,18696,173,107,3.71,16,70,Mixed,Heavy,33,11,14,4.11,17,Brake Pads,49
MH97AB7242,Mahindra Blazo X,2014,2023-08-14,2021-11-08,209892,14754,68,91,3.71,17,73,Mixed,Heavy,13,9,54,3.47,9,Fuel Pump,66
MH20AB5680,Ashok Leyland 3718,2021,2023-12-03,2021-07-23,161576,14521,151,128,3.71,23,47,Highway,Light,40,5,61,6.06,13,Brake Pads,74
MH85AB9545,Tata Prima,2018,2024-01-07,2021-06-03,472739,6224,441,85,3.71,48,38,City,Heavy,9,11,80,6.16,14,Brake Pads,91
MH77AB5779,Eicher Pro 6035,2010,2022-08-25,2021-05-10,645376,29190,126,121,3.71,93,46,City,Light,26,4,16,4.18,5,Brake Pads,6
MH38AB9492,Tata Prima,2013,2023-02-15,2021-05-23,127525,1907,278,98,3.71,99,67,City,Light,43,5,36,5.13,9,Coolant,30
MH63AB9505,Mahindra Blazo X,2012,2024-03-27,2021-11-14,63780,8532,499,85,3.71,63,38,Highway,Medium,15,17,98,3.16,16,Air Filter,18
MH78AB3321,Ashok Leyland 3718,2011,2023-11-25,2021-03-11,318733,18294,346,81,3.71,41,70,Mixed,Light,-5,5,95,4.24,19,Brake Pads,86
MH67AB1810,BharatBenz 2823R,2017,2023-04-20,2021-05-22,494709,20381,252,86,3.71,29,26,City,Medium,0,14,22,5.03,7,Coolant,106
MH82AB7363,Ashok Leyland 3718,2016,2024-12-13,2021-11-02,154188,21256,110,106,3.71,20,48,Mixed,Light,21,18,26,4.04,12,Oil Filter,61
MH18AB5460,Mahindra Blazo X,2018,2024-01-09,2021-06-09,667614,29916,75,96,3.71,42,62,Highway,Heavy,17,17,53,3.93,2,Air Filter,36
MH98AB9427,Ashok Leyland 3718,2011,2023-02-08,2021-08-19,877385,26252,120,94,3.71,47,88,Mixed,Heavy,41,18,22,2.5,18,Coolant,66
MH16AB4554,Ashok Leyland 3718,2023,2022-07-31,2021-08-23,640073,13426,152,82,3.71,91,77,City,Heavy,25,7,99,5.72,18,Oil Filter,119
MH97AB7844,Mahindra Blazo X,2023,2022-05-07,2021-05-03,593597,34265,375,77,3.71,18,27,Mixed,Light,6,4,82,6.06,16,Air Filter,82
MH90AB2430,Ashok Leyland 3718,2013,2024-10-14,2021-07-31,628483,14890,412,125,3.71,10,61,Mixed,Light,15,5,14,6.38,11,Coolant,34
MH10AB5510,Eicher Pro 6035,2023,2023-12-02,2021-05-11,75901,39367,206,74,3.71,93,95,Highway,Medium,-4,9,42,5.38,2,Oil Filter,17
MH87AB3099,Eicher Pro 6035,2015,2024-03-03,2021-08-04,728936,22439,412,81,3.71,27,61,Highway,Medium,-1,10,13,4.7,14,Coolant,44
MH46AB2025,Ashok Leyland 3718,2020,2023-03-04,2021-08-04,474724,27807,408,110,3.71,64,32,Highway,Medium,3,2,35,3.58,4,Oil Filter,35
MH65AB9097,BharatBenz 2823R,2012,2024-08-29,2021-09-16,517927,31328,243,72,3.71,16,45,Highway,Medium,14,14,77,6.5,7,Brake Pads,41
MH12AB5844,Mahindra Blazo X,2017,2022-01-11,2021-10-06,599752,29013,324,104,3.71,17,37,Mixed,Light,40,3,25,4.86,2,Brake Pads,49
MH87AB3446,Eicher Pro 6035,2012,2023-07-19,2021-03-13,328404,25002,373,102,3.71,10,61,Mixed,Light,12,11,31,5.22,14,Air Filter,106
MH48AB8578,BharatBenz 2823R,2023,2024-12-27,2021-07-06,699285,30563,235,126,3.71,67,70,Highway,Medium,16,18,45,5.23,7,Oil Filter,90
MH28AB7278,Ashok Leyland 3718,2021,2024-11-22,2021-07-24,347584,22986,375,91,3.71,42,35,Highway,Light,2,14,67,5.88,9,Brake Pads,63
MH16AB1548,BharatBenz 2823R,2022,2023-09-19,2021-09-13,407226,38758,162,119,3.71,54,22,City,Light,28,15,64,2.54,8,Air Filter,32
MH87AB4256,Tata Prima,2022,2023-07-23,2021-10-02,630971,32192,362,125,3.71,56,98,City,Light,3,12,44,3.38,9,Fuel Pump,65
MH64AB9381,Eicher Pro 6035,2011,2022-09-18,2021-05-15,436350,38884,214,113,3.71,44,64,Highway,Light,1,11,34,5.16,7,Brake Pads,23
MH28AB2447,Ashok Leyland 3718,2022,2022-07-05,2021-03-24,222502,16458,110,78,3.71,12,41,Mixed,Medium,24,8,81,6.08,19,Brake Pads,47
MH12AB9192,Mahindra Blazo X,2022,2023-01-19,2021-09-11,557994,35516,141,110,3.71,65,42,Highway,Medium,12,11,90,5.24,17,None,63
MH40AB2254,Ashok Leyland 3718,2012,2023-09-19,2021-09-24,730465,17732,335,87,3.71,12,78,Mixed,Light,21,2,70,4.15,13,Coolant,20
MH68AB1143,Mahindra Blazo X,2020,2023-09-04,2021-07-12,652772,11248,202,119,3.71,38,81,Mixed,Heavy,10,15,27,3.95,11,Fuel Pump,73
MH18AB9201,Ashok Leyland 3718,2015,2023-06-21,2021-12-11,824107,11014,274,98,3.71,83,87,City,Medium,15,4,67,5.45,18,Oil Filter,48
MH65AB7498,BharatBenz 2823R,2011,2022-02-19,2021-08-14,882359,23238,176,108,3.71,64,73,Highway,Medium,-1,14,85,5.46,17,Air Filter,117
MH48AB4568,BharatBenz 2823R,2017,2024-12-02,2021-05-21,256486,9195,242,96,3.71,61,76,Highway,Heavy,23,3,66,4.93,16,Fuel Pump,70
MH48AB9702,BharatBenz 2823R,2010,2022-02-15,2021-09-18,879378,8570,164,105,3.71,50,42,Mixed,Medium,41,18,96,3.67,10,Oil Filter,14
MH96AB1884,Tata Prima,2016,2024-10-21,2021-04-14,499777,28265,311,114,3.71,26,79,Highway,Heavy,31,4,72,6.2,4,Brake Pads,51
MH48AB8276,Mahindra Blazo X,2011,2022-01-22,2021-09-24,191449,31261,67,86,3.71,91,92,City,Heavy,37,16,21,4.71,4,None,23
MH33AB4039,BharatBenz 2823R,2019,2024-07-24,2021-11-25,627880,17198,59,125,3.71,44,74,City,Light,16,9,20,5.66,11,Air Filter,88
MH60AB9222,Tata Prima,2021,2022-06-26,2021-12-10,188419,15623,141,103,3.71,49,99,Highway,Medium,8,7,22,3.36,8,Air Filter,97
MH31AB1953,Mahindra Blazo X,2015,2022-08-07,2021-04-23,345920,35644,188,115,3.71,59,82,Highway,Heavy,13,10,44,3.88,9,Fuel Pump,93
MH47AB4084,Ashok Leyland 3718,2021,2022-08-31,2021-07-22,630086,26116,498,72,3.71,55,75,City,Light,29,12,36,6.0,16,Coolant,85
MH66AB3702,Tata Prima,2011,2024-05-24,2021-09-15,185370,37646,382,74,3.71,90,74,Highway,Medium,18,3,98,2.7,10,Oil Filter,55
MH77AB5318,Eicher Pro 6035,2011,2022-02-10,2021-06-04,498377,11682,406,83,3.71,9,44,Mixed,Light,36,10,76,4.55,9,None,119
MH16AB5898,Tata Prima,2019,2023-07-19,2021-04-14,897084,25333,389,72,3.71,99,45,Highway,Light,0,19,98,4.43,3,None,17
MH12AB9520,Tata Prima,2022,2023-08-02,2021-04-07,541830,33842,498,92,3.71,17,68,Mixed,Heavy,-3,19,54,5.5,2,Fuel Pump,67
MH43AB8032,Mahindra Blazo X,2017,2023-03-18,2021-12-13,293767,31831,101,108,3.71,32,82,Highway,Medium,28,6,83,3.63,9,Coolant,113
MH16AB5251,Ashok Leyland 3718,2021,2023-10-05,2021-08-13,595210,26628,244,99,3.71,88,64,Highway,Light,39,19,90,3.38,13,Coolant,20
MH53AB6440,Eicher Pro 6035,2011,2024-11-19,2021-11-02,477244,32056,255,119,3.71,84,92,City,Heavy,44,13,76,6.2,6,Coolant,57
MH85AB4330,BharatBenz 2823R,2016,2023-04-15,2021-08-05,554677,22469,336,114,3.71,66,98,Mixed,Heavy,-4,5,31,4.79,4,Air Filter,39
MH73AB9943,BharatBenz 2823R,2012,2023-05-03,2021-10-22,463532,22376,450,92,3.71,97,58,City,Light,9,16,87,2.92,14,Oil Filter,104
MH69AB4910,Tata Prima,2017,2022-09-29,2021-03-24,460184,9449,488,96,3.71,91,84,Highway,Light,31,12,51,3.27,11,Oil Filter,63
MH12AB3165,Mahindra Blazo X,2016,2023-07-17,2021-06-01,866698,25018,415,123,3.71,28,88,City,Heavy,9,6,29,6.5,2,Fuel Pump,43
MH52AB5288,Mahindra Blazo X,2023,2024-04-14,2021-10-26,568895,6170,142,79,3.71,11,75,Highway,Light,26,7,57,3.28,3,Brake Pads,71
MH36AB3974,BharatBenz 2823R,2017,2022-05-20,2021-11-10,276817,24599,469,94,3.71,42,28,Highway,Light,15,14,27,4.94,5,Fuel Pump,77
MH41AB3830,Eicher Pro 6035,2023,2022-12-03,2021-12-10,467216,39835,459,82,3.71,41,89,Highway,Medium,11,11,86,4.18,7,Oil Filter,108
MH84AB5572,Ashok Leyland 3718,2016,2023-11-04,2021-09-30,52866,13216,358,85,3.71,72,47,Mixed,Heavy,28,15,79,6.04,11,Air Filter,65
MH99AB8604,Eicher Pro 6035,2020,2022-09-16,2021-06-07,162669,39385,194,110,3.71,46,64,Mixed,Light,26,5,83,5.52,12,Fuel Pump,54
MH80AB1574,Ashok Leyland 3718,2015,2024-05-26,2021-09-28,842330,8337,135,103,3.71,90,45,Mixed,Heavy,44,13,15,4.89,11,Brake Pads,57
MH96AB4423,BharatBenz 2823R,2022,2024-12-15,2021-09-23,330539,19659,202,124,3.71,9,47,City,Medium,41,16,48,2.54,19,None,50
MH23AB1431,Ashok Leyland 3718,2016,2023-07-03,2021-12-20,744379,37377,51,106,3.71,68,59,Highway,Heavy,17,11,20,6.02,13,Fuel Pump,56
MH66AB2486,Mahindra Blazo X,2014,2022-07-14,2021-10-12,316150,22060,391,91,3.71,54,34,City,Heavy,29,12,34,4.28,4,Coolant,33
MH34AB9562,Tata Prima,2016,2022-04-23,2021-03-24,739753,17606,438,86,3.71,91,25,City,Heavy,31,10,64,6.23,14,Brake Pads,9
MH53AB7541,Tata Prima,2010,2023-09-19,2021-11-27,847388,9220,309,92,3.71,19,46,Highway,Medium,37,12,93,4.48,12,Coolant,71
MH56AB2433,BharatBenz 2823R,2010,2022-08-28,2021-04-14,493258,38161,213,123,3.71,99,57,City,Medium,35,3,67,5.28,2,Air Filter,78
MH82AB3562,Mahindra Blazo X,2018,2024-07-06,2021-11-30,539415,28862,55,105,3.71,77,87,Highway,Heavy,31,14,46,2.78,8,Oil Filter,99
MH70AB8318,Eicher Pro 6035,2023,2022-01-14,2021-03-27,407820,28758,198,118,3.71,57,94,Highway,Heavy,27,9,25,5.48,19,Fuel Pump,79
MH87AB9974,Mahindra Blazo X,2014,2022-11-27,2021-11-13,696012,22282,254,78,3.71,29,83,Highway,Medium,19,9,79,3.85,13,Fuel Pump,85
MH45AB1124,Tata Prima,2022,2022-04-23,2021-12-30,637189,21620,167,121,3.71,93,49,Highway,Light,40,2,82,3.91,1,Coolant,44
MH11AB6422,Tata Prima,2014,2023-10-18,2021-11-22,774857,20290,138,71,3.71,89,22,City,Medium,31,7,46,2.97,5,Coolant,109
MH61AB4763,Mahindra Blazo X,2012,2022-05-09,2021-10-08,538029,28412,203,101,3.71,13,81,City,Heavy,34,14,62,3.09,11,Oil Filter,76
MH96AB6910,Mahindra Blazo X,2014,2022-11-24,2021-04-21,691480,35312,488,125,3.71,42,31,City,Light,15,10,96,3.24,11,Fuel Pump,6
MH38AB7415,Tata Prima,2012,2022-10-31,2021-12-30,222646,36660,216,119,3.71,26,49,Mixed,Light,40,7,25,3.81,13,Oil Filter,72
MH25AB3390,Eicher Pro 6035,2018,2024-02-09,2021-06-28,343561,19656,210,122,3.71,91,57,City,Light,42,16,27,6.07,2,Coolant,66
MH19AB4211,BharatBenz 2823R,2018,2023-05-11,2021-04-26,400164,11172,319,128,3.71,53,79,City,Medium,32,17,28,3.97,19,None,84
MH30AB5771,BharatBenz 2823R,2015,2022-05-24,2021-03-17,395783,14944,105,91,3.71,72,57,Mixed,Medium,34,5,53,5.4,16,Coolant,109
MH28AB2367,Mahindra Blazo X,2010,2022-12-16,2021-12-04,508222,7284,277,112,3.71,97,34,Highway,Medium,28,18,11,2.83,5,Brake Pads,62
MH86AB8201,BharatBenz 2823R,2016,2024-04-24,2021-12-09,144881,18429,386,82,3.71,19,37,Highway,Medium,13,10,67,4.86,14,Coolant,109
MH31AB2497,Tata Prima,2016,2022-01-22,2021-05-24,292934,1570,198,77,3.71,69,71,Highway,Heavy,21,13,19,4.43,19,Coolant,89
MH42AB4966,Tata Prima,2023,2024-04-20,2021-10-16,182659,23406,95,128,3.71,58,48,Mixed,Light,3,13,85,6.41,5,None,73
MH81AB1898,Mahindra Blazo X,2019,2024-06-27,2021-04-17,695976,35118,193,70,3.71,34,79,City,Heavy,-1,7,55,5.88,9,Oil Filter,62
MH82AB2966,Mahindra Blazo X,2019,2022-11-30,2021-07-27,551323,3439,287,86,3.71,97,40,City,Medium,-1,13,91,4.32,12,Brake Pads,39
MH55AB7575,Mahindra Blazo X,2013,2024-09-30,2021-10-09,689872,30341,321,81,3.71,24,36,City,Medium,19,10,28,5.6,16,Brake Pads,18
MH83AB7605,Eicher Pro 6035,2017,2022-11-12,2021-06-17,760070,16801,169,73,3.71,37,37,City,Heavy,20,6,47,3.27,19,Fuel Pump,19
MH46AB3055,BharatBenz 2823R,2015,2024-03-20,2021-08-11,797108,7694,389,122,3.71,90,76,Mixed,Light,13,4,46,4.75,15,None,10
MH40AB9481,Mahindra Blazo X,2013,2024-12-05,2021-10-30,791184,6351,462,82,3.71,81,56,City,Light,24,3,87,2.8,17,Air Filter,20
MH94AB7960,Ashok Leyland 3718,2013,2022-02-04,2021-08-28,865864,16878,269,100,3.71,11,79,Highway,Medium,30,9,54,3.89,15,Fuel Pump,91
MH11AB2796,Ashok Leyland 3718,2011,2024-03-25,2021-10-09,229689,1178,57,110,3.71,12,57,Mixed,Medium,42,11,43,3.4,3,Fuel Pump,99
MH12AB4603,Tata Prima,2023,2024-08-10,2021-03-08,384517,31140,393,128,3.71,32,31,Mixed,Medium,42,16,11,5.38,17,Fuel Pump,110
MH16AB3296,BharatBenz 2823R,2011,2023-10-27,2021-03-10,215289,34256,436,76,3.71,49,94,Highway,Medium,10,10,53,4.46,13,Brake Pads,50
MH45AB2615,Mahindra Blazo X,2021,2024-04-09,2021-09-06,333028,30277,324,92,3.71,77,92,Highway,Light,1,11,92,5.5,9,Oil Filter,67
MH95AB2000,Ashok Leyland 3718,2023,2022-08-31,2021-09-07,317598,26683,402,93,3.71,93,20,City,Heavy,12,12,36,4.56,13,Coolant,16
MH54AB8796,BharatBenz 2823R,2013,2024-11-16,2021-06-15,649248,27945,115,74,3.71,84,77,Highway,Light,15,10,57,2.85,16,Brake Pads,45
MH89AB5712,Tata Prima,2014,2024-03-11,2021-09-20,152421,2002,128,74,3.71,78,22,Mixed,Heavy,25,15,16,5.44,19,Coolant,23
MH48AB4621,Eicher Pro 6035,2017,2022-02-03,2021-05-01,288245,22165,135,86,3.71,15,82,Mixed,Medium,-5,6,36,5.83,14,Coolant,80
MH61AB7525,BharatBenz 2823R,2015,2023-08-08,2021-09-03,617906,16698,173,99,3.71,35,40,Mixed,Medium,-3,10,94,6.11,8,Air Filter,113
MH65AB3364,BharatBenz 2823R,2023,2024-10-07,2021-12-09,97111,21911,251,78,3.71,16,42,City,Heavy,25,5,80,4.79,19,Fuel Pump,81
MH61AB2038,Eicher Pro 6035,2013,2023-12-08,2021-07-20,482829,16367,199,75,3.71,99,28,City,Medium,19,3,98,5.51,3,Air Filter,117
MH42AB5615,BharatBenz 2823R,2022,2023-05-23,2021-09-07,266750,14766,95,94,3.71,82,74,Highway,Light,2,2,27,5.51,18,Fuel Pump,6
MH55AB7182,Tata Prima,2020,2023-01-20,2021-07-18,170592,39922,162,88,3.71,55,38,City,Medium,-5,2,42,3.12,16,Brake Pads,24
MH51AB6772,Tata Prima,2016,2023-02-25,2021-12-03,284000,35708,140,85,3.71,48,81,City,Medium,1,13,42,3.16,14,Coolant,99
MH15AB8617,Eicher Pro 6035,2017,2024-09-02,2021-06-10,830277,31713,190,90,3.71,54,58,Mixed,Medium,1,12,34,2.78,16,Air Filter,13
MH97AB7460,Mahindra Blazo X,2011,2022-03-23,2021-09-12,372137,7867,338,71,3.71,21,95,Mixed,Medium,2,2,23,3.78,17,None,25
MH84AB6168,Ashok Leyland 3718,2021,2022-11-24,2021-05-26,178652,13990,438,79,3.71,39,46,Highway,Light,13,15,47,4.39,11,Brake Pads,12
MH93AB2690,Mahindra Blazo X,2016,2022-06-30,2021-09-25,558069,35862,267,85,3.71,5,65,Mixed,Heavy,11,12,47,6.49,13,Brake Pads,43
MH29AB7707,BharatBenz 2823R,2023,2024-05-08,2021-06-21,652960,38785,126,106,3.71,33,53,City,Medium,5,8,13,4.22,11,None,41
MH59AB4357,Ashok Leyland 3718,2011,2023-06-05,2021-07-10,824639,9719,460,84,3.71,55,52,Highway,Medium,41,3,71,5.4,4,Fuel Pump,33
MH89AB6563,Eicher Pro 6035,2011,2024-12-19,2021-06-11,267516,6810,426,82,3.71,68,69,Highway,Light,35,16,91,5.27,14,Coolant,87
MH94AB8432,Eicher Pro 6035,2017,2023-11-11,2021-09-04,429653,36807,433,82,3.71,8,39,Mixed,Light,43,9,19,3.32,5,Fuel Pump,39
MH41AB3766,Ashok Leyland 3718,2011,2024-02-22,2021-07-02,111602,30131,383,101,3.71,91,59,Mixed,Light,5,16,44,2.73,4,Fuel Pump,113
MH78AB6807,Tata Prima,2020,2022-06-29,2021-09-27,253117,15244,201,114,3.71,32,77,Mixed,Medium,32,9,32,4.68,1,Brake Pads,42
MH58AB1173,Ashok Leyland 3718,2018,2024-10-15,2021-10-27,287069,20367,372,116,3.71,20,50,Highway,Heavy,35,11,98,5.3,14,Fuel Pump,94
MH28AB7199,BharatBenz 2823R,2021,2024-10-25,2021-04-02,616510,19125,288,115,3.71,67,57,Mixed,Light,44,4,74,6.49,7,Oil Filter,79
MH37AB5552,Tata Prima,2010,2023-03-13,2021-08-03,885655,6878,164,77,3.71,80,64,City,Light,-4,15,91,3.93,10,None,104
MH56AB7793,Eicher Pro 6035,2018,2024-05-07,2021-06-09,291084,19649,368,112,3.71,57,60,Highway,Light,-2,10,88,6.09,2,None,39
MH57AB5610,Ashok Leyland 3718,2010,2023-10-18,2021-07-29,292318,11922,418,87,3.71,89,28,Mixed,Heavy,44,10,34,4.03,10,Coolant,72
MH16AB9211,Mahindra Blazo X,2019,2023-04-30,2021-09-14,639621,28426,143,125,3.71,21,28,City,Medium,22,7,62,5.26,3,None,7
MH44AB4342,Mahindra Blazo X,2022,2024-03-11,2021-12-28,758092,38179,97,105,3.71,44,82,City,Medium,27,9,93,4.89,8,Fuel Pump,113
MH39AB8554,BharatBenz 2823R,2019,2023-02-13,2021-09-07,434794,33671,240,95,3.71,17,98,Mixed,Medium,5,12,26,2.71,10,Fuel Pump,115
MH70AB1950,Mahindra Blazo X,2011,2023-05-20,2021-11-14,99420,13680,61,79,3.71,56,96,City,Light,-3,9,66,2.81,8,Air Filter,16
MH89AB9822,Ashok Leyland 3718,2015,2024-06-12,2021-09-06,649792,27801,205,100,3.71,62,41,Highway,Medium,34,13,84,2.58,14,Coolant,36
MH79AB3210,Ashok Leyland 3718,2015,2024-07-17,2021-07-21,576750,37431,221,102,3.71,41,35,Highway,Light,-1,11,86,3.98,18,Coolant,51
MH73AB3847,Mahindra Blazo X,2010,2023-11-26,2021-05-31,321604,24514,476,98,3.71,83,51,City,Heavy,15,5,98,5.48,9,None,67
MH78AB6535,Ashok Leyland 3718,2016,2022-02-06,2021-04-28,673607,31436,450,74,3.71,80,85,Highway,Heavy,16,17,29,3.19,9,Fuel Pump,30
MH68AB4906,BharatBenz 2823R,2017,2022-12-06,2021-06-14,830962,14836,345,82,3.71,65,33,Mixed,Medium,31,7,34,4.92,4,Oil Filter,47
MH90AB3828,Tata Prima,2011,2022-11-25,2021-05-10,714635,22700,226,70,3.71,83,57,City,Light,5,10,51,3.66,3,Air Filter,111
MH76AB6866,BharatBenz 2823R,2017,2024-05-02,2021-11-25,718629,5970,390,92,3.71,38,27,Highway,Light,38,6,54,5.69,14,Oil Filter,81
MH48AB1792,BharatBenz 2823R,2018,2024-01-22,2021-04-04,703881,31359,106,109,3.71,74,40,Mixed,Medium,16,7,40,5.69,14,Fuel Pump,48
MH23AB4631,Ashok Leyland 3718,2015,2022-11-17,2021-11-25,172672,15453,392,72,3.71,21,75,Mixed,Heavy,35,18,74,5.6,16,Coolant,42
MH66AB3532,Tata Prima,2014,2022-03-19,2021-07-08,509158,39544,389,72,3.71,24,65,Highway,Heavy,7,18,61,4.6,5,Coolant,33
MH99AB8477,Ashok Leyland 3718,2021,2024-10-20,2021-08-14,385064,39007,497,76,3.71,77,62,City,Heavy,-3,14,89,3.64,15,Oil Filter,59
MH37AB6796,Eicher Pro 6035,2018,2023-02-11,2021-04-05,563953,27933,252,105,3.71,63,65,Mixed,Heavy,7,18,30,5.74,9,Brake Pads,56
MH63AB4233,Ashok Leyland 3718,2022,2022-07-20,2021-05-01,858985,26457,234,104,3.71,73,67,Mixed,Heavy,22,15,39,3.24,7,Fuel Pump,119
MH34AB6397,Ashok Leyland 3718,2021,2024-02-27,2021-03-16,467582,7023,170,84,3.71,91,89,Mixed,Medium,5,3,12,3.66,13,Coolant,23
MH15AB5629,Ashok Leyland 3718,2020,2022-10-07,2021-04-24,94036,21887,275,109,3.71,37,50,Mixed,Medium,5,4,79,3.24,8,None,39
MH19AB9677,Tata Prima,2018,2022-05-30,2021-09-18,198441,31669,251,72,3.71,82,52,City,Medium,15,3,52,5.2,12,Brake Pads,52
MH56AB7437,Ashok Leyland 3718,2010,2022-12-12,2021-05-13,192867,23490,379,98,3.71,21,63,Highway,Heavy,15,3,38,5.24,4,Coolant,109
MH63AB4417,Tata Prima,2020,2024-03-02,2021-03-10,120021,30161,412,99,3.71,61,90,Highway,Heavy,1,8,12,5.11,16,None,95
MH90AB4235,Mahindra Blazo X,2012,2023-10-28,2021-04-23,419349,13919,429,108,3.71,87,27,Highway,Medium,11,5,67,4.16,6,Coolant,114
MH57AB1170,Eicher Pro 6035,2018,2024-10-13,2021-05-15,511370,14957,405,87,3.71,5,92,Mixed,Medium,42,18,42,2.9,5,Brake Pads,64
MH86AB1489,Tata Prima,2020,2024-02-21,2021-03-26,735503,2564,265,80,3.71,17,21,City,Heavy,8,7,84,6.14,1,Oil Filter,35
MH83AB9501,Mahindra Blazo X,2011,2022-02-23,2021-12-06,472641,38583,92,112,3.71,31,36,Highway,Light,27,8,54,4.53,14,Fuel Pump,7
MH90AB6044,Tata Prima,2021,2023-08-04,2021-08-04,387283,11066,424,118,3.71,74,71,City,Medium,5,7,78,4.13,9,Brake Pads,39
